Sean, Rodriguez, 15234441,3.14, RoSe4441
Leslie, Reich, 98170840,3.408, ReLe0840
Bob, Waxman, 57074503,3.451, WaBo0503
John, Passanante, 55952987,1.537, PaJo0987
Stephanie, Kudrow, 60428482,3.99, KuSt0482
Leslie, DiMarco, 10361318,2.945, DiLe0318
Lisa, Passanante, 69454162,3.332, PaLi0162
Stephanie, Phillips, 97327426,3.388, PhSt0426
Bob, Passanante, 76843276,2.086, PaBo0276
Lisa, Kudrow, 39817003,2.639, KuLi0003
Leslie, DiMarco, 33678288,2.726, DiLe0288
John, Reich, 30131281,1.27, ReJo0281
Stephanie, Waxman, 84411166,3.543, WaSt0166
Lisa, Reich, 80346316,3.003, ReLi0316
Bob, Waxman, 92108858,1.611, WaBo0858
John, Reich, 98272883,3.485, ReJo0883
Michael, Phillips, 47598318,2.511, PhMi0318
John, Kudrow, 88819821,1.067, KuJo0821
Michael, Passanante, 98643880,2.248, PaMi0880
Leslie, Passanante, 83143638,2.918, PaLe0638
Bryan, Reich, 37789783,3.6, ReBr0783
Lisa, DiMarco, 50467166,3.595, DiLi0166
John, DiMarco, 90000674,3.847, DiJo0674
John, Waxman, 69950122,3.866, WaJo0122
Bob, Phillips, 93732908,2.604, PhBo0908
Michael, Waxman, 72494331,3.415, WaMi0331
Stephanie, DiMarco, 41569432,1.224, DiSt0432
Michelle, Reich, 14866482,3.744, ReMi0482
John, Passanante, 19051082,1.974, PaJo0082
Lisa, Waxman, 21021182,1.372, WaLi0182
Stephanie, Waxman, 32837116,3.961, WaSt0116
Lisa, Passanante, 48007150,3.166, PaLi0150
Leslie, Passanante, 61827768,2.527, PaLe0768
David, Phillips, 96339351,3.403, PhDa0351
Bob, DiMarco, 57381658,2.552, DiBo0658
Michael, Reich, 27219881,3.887, ReMi0881
Michelle, Kudrow, 91260866,2.915, KuMi0866
Stephanie, Passanante, 51490426,3.231, PaSt0426
Michael, Kudrow, 62436473,3.052, KuMi0473
Leslie, Levitts, 97699090,2.123, LeLe0090
Michael, DiMarco, 16387390,2.333, DiMi0390
Leslie, DiMarco, 69164437,3.185, DiLe0437
Lisa, Waxman, 83025287,2.726, WaLi0287
Leslie, DiMarco, 52419510,2.744, DiLe0510
John, Waxman, 51878437,1.966, WaJo0437
Lisa, Phillips, 11918683,2.633, PhLi0683
Stephanie, DiMarco, 65667275,1.181, DiSt0275
Bob, DiMarco, 58390150,1.83, DiBo0150
David, Phillips, 65904497,3.699, PhDa0497
Stephanie, Waxman, 60716838,3.547, WaSt0838
David, Passanante, 56652512,3.507, PaDa0512
Michelle, DiMarco, 93728588,2.106, DiMi0588
John, Phillips, 35071050,1.557, PhJo0050
John, Passanante, 86788402,1.677, PaJo0402
Michelle, DiMarco, 79887740,1.908, DiMi0740
Stephanie, Levitts, 30555561,2.743, LeSt0561
Bob, Passanante, 31424492,3.399, PaBo0492
Bryan, Waxman, 51808443,3.854, WaBr0443
Stephanie, Kudrow, 19312445,3.33, KuSt0445
Bob, Phillips, 48709855,1.034, PhBo0855
Leslie, Kudrow, 56528366,3.359, KuLe0366
Michael, DiMarco, 41397658,3.913, DiMi0658
Leslie, Waxman, 90885240,2.585, WaLe0240
John, Passanante, 75283541,1.438, PaJo0541
Michael, Waxman, 37609912,2.527, WaMi0912
Stephanie, Phillips, 66942741,2.737, PhSt0741
John, Waxman, 59140572,1.471, WaJo0572
Bryan, Reich, 94977497,3.496, ReBr0497
Bryan, Reich, 30776914,1.385, ReBr0914
Leslie, Levitts, 40737087,1.917, LeLe0087
Michael, Reich, 33315738,3.389, ReMi0738
Bob, Phillips, 26277248,3.118, PhBo0248
Bob, Passanante, 46304882,1.477, PaBo0882
Bryan, Levitts, 59441771,2.544, LeBr0771
Michael, Waxman, 98048206,2.957, WaMi0206
David, Passanante, 18449124,2.745, PaDa0124
Lisa, Kudrow, 80994527,2.838, KuLi0527
Michelle, Waxman, 50866867,1.607, WaMi0867
Bryan, Reich, 83643255,2.114, ReBr0255
Stephanie, Waxman, 44356724,1.871, WaSt0724
Bryan, Waxman, 42599564,1.663, WaBr0564
David, Reich, 89073072,2.53, ReDa0072
Stephanie, Kudrow, 60911932,3.231, KuSt0932
Bryan, Waxman, 94097705,2.452, WaBr0705
David, Kudrow, 61324813,1.716, KuDa0813
Lisa, DiMarco, 72793645,2.313, DiLi0645
Bryan, Waxman, 75579311,1.706, WaBr0311
Lisa, DiMarco, 24460860,3.674, DiLi0860
David, Phillips, 63394620,2.0, PhDa0620
Lisa, Kudrow, 72176646,1.806, KuLi0646
Bob, Passanante, 67263073,3.566, PaBo0073
David, Phillips, 99203533,2.592, PhDa0533
David, Phillips, 91691595,1.158, PhDa0595
Michelle, Passanante, 38847507,1.597, PaMi0507
Stephanie, Phillips, 18022391,3.554, PhSt0391
Bob, Kudrow, 15149339,2.151, KuBo0339
Michael, Waxman, 68465653,2.128, WaMi0653
Bryan, Passanante, 94291896,3.028, PaBr0896
Stephanie, Levitts, 15477135,3.224, LeSt0135
Michelle, Phillips, 59106176,1.067, PhMi0176
Lisa, Levitts, 35113373,3.546, LeLi0373
Leslie, Passanante, 91558917,3.822, PaLe0917
Lisa, DiMarco, 95497385,1.524, DiLi0385
Stephanie, DiMarco, 30604593,3.082, DiSt0593
Bryan, Reich, 14027668,3.386, ReBr0668
Bryan, DiMarco, 25284595,1.844, DiBr0595
Bob, Phillips, 89463262,1.376, PhBo0262
Stephanie, Waxman, 25456422,2.095, WaSt0422
Lisa, Reich, 77517769,1.357, ReLi0769
Lisa, Reich, 75035689,2.472, ReLi0689
Leslie, Reich, 61095057,3.753, ReLe0057
Leslie, Kudrow, 65133760,1.657, KuLe0760
Leslie, Waxman, 38799521,1.539, WaLe0521
David, Passanante, 56973826,1.091, PaDa0826
David, Phillips, 27853690,2.756, PhDa0690
Bryan, Passanante, 56968241,1.341, PaBr0241
David, Levitts, 70055987,1.764, LeDa0987
Leslie, Reich, 38839922,2.218, ReLe0922
Lisa, Passanante, 91911475,1.181, PaLi0475
Michelle, Reich, 40170632,2.484, ReMi0632
Michelle, Reich, 42568376,1.252, ReMi0376
David, Kudrow, 93258944,1.734, KuDa0944
Lisa, Waxman, 35693196,3.083, WaLi0196
David, Waxman, 42670735,1.797, WaDa0735
Bryan, Levitts, 63917265,3.982, LeBr0265
John, Waxman, 44364964,2.744, WaJo0964
David, Kudrow, 46987492,2.843, KuDa0492
John, Levitts, 43777608,1.346, LeJo0608
Leslie, Kudrow, 97254155,1.318, KuLe0155
Michelle, Passanante, 62746529,3.562, PaMi0529
Michael, Levitts, 98628558,2.219, LeMi0558
Bryan, Levitts, 87660090,3.412, LeBr0090
David, Waxman, 57643323,1.374, WaDa0323
Bob, Kudrow, 83712356,1.309, KuBo0356
Lisa, DiMarco, 97748172,2.905, DiLi0172
Michael, DiMarco, 52647652,3.708, DiMi0652
David, Passanante, 70473994,1.632, PaDa0994
Bryan, Waxman, 73877328,3.637, WaBr0328
Leslie, Passanante, 39598006,3.081, PaLe0006
Lisa, Passanante, 21351535,2.479, PaLi0535
Bob, Reich, 36942825,2.299, ReBo0825
Leslie, Levitts, 21068798,2.071, LeLe0798
Michelle, DiMarco, 30942268,2.455, DiMi0268
Stephanie, Passanante, 36606238,1.971, PaSt0238
Michael, Kudrow, 81606692,1.918, KuMi0692
Lisa, Reich, 52553223,1.48, ReLi0223
Stephanie, Kudrow, 48020665,2.309, KuSt0665
Bob, Levitts, 98231282,3.764, LeBo0282
John, Reich, 37005817,3.714, ReJo0817
Lisa, Passanante, 96583091,2.155, PaLi0091
Lisa, Passanante, 14081656,2.036, PaLi0656
Bob, Phillips, 85613314,1.485, PhBo0314
Bryan, Passanante, 80357167,1.201, PaBr0167
Bob, Waxman, 32264175,2.023, WaBo0175
Bryan, Phillips, 61486028,2.675, PhBr0028
Stephanie, Waxman, 11108498,3.386, WaSt0498
Michael, Levitts, 47318202,1.521, LeMi0202
Lisa, Waxman, 12743092,2.472, WaLi0092
Bob, Waxman, 33380795,3.94, WaBo0795
Michelle, Phillips, 19265246,2.298, PhMi0246
Stephanie, Waxman, 77820910,1.037, WaSt0910
Stephanie, Waxman, 16715179,1.3, WaSt0179
John, Passanante, 69943388,2.249, PaJo0388
Bryan, DiMarco, 86867239,2.452, DiBr0239
Lisa, Kudrow, 28976175,1.672, KuLi0175
Lisa, Levitts, 23252675,1.289, LeLi0675
Lisa, Reich, 74196182,3.242, ReLi0182
Bob, Phillips, 98796773,2.671, PhBo0773
David, Passanante, 40048436,3.487, PaDa0436
Lisa, Waxman, 44953219,2.891, WaLi0219
Michelle, Phillips, 82391309,2.308, PhMi0309
Michael, Levitts, 74718416,3.438, LeMi0416
Leslie, Reich, 44500680,2.017, ReLe0680
Bryan, Reich, 64408669,3.546, ReBr0669
Bob, DiMarco, 53965807,3.59, DiBo0807
Bryan, Levitts, 51582966,3.329, LeBr0966
Lisa, Levitts, 74109735,3.841, LeLi0735
Leslie, Reich, 98994217,2.115, ReLe0217
Leslie, Phillips, 26067066,1.004, PhLe0066
Bob, DiMarco, 26951744,1.32, DiBo0744
Bryan, Waxman, 50151873,1.907, WaBr0873
David, Passanante, 78977831,3.931, PaDa0831
Bob, Phillips, 47648597,3.74, PhBo0597
Michelle, Passanante, 98141172,3.467, PaMi0172
David, DiMarco, 96658733,2.096, DiDa0733
Bob, Levitts, 33949995,3.98, LeBo0995
Bob, Passanante, 28136106,2.772, PaBo0106
David, Waxman, 32187693,2.455, WaDa0693
Michelle, Reich, 70743560,3.541, ReMi0560
David, Phillips, 92573780,3.693, PhDa0780
Michael, Levitts, 85663880,2.85, LeMi0880
Lisa, DiMarco, 21632975,3.514, DiLi0975
Bryan, Waxman, 64997736,3.18, WaBr0736
David, Reich, 70655215,2.871, ReDa0215
John, Passanante, 89881493,1.5, PaJo0493
Bryan, Kudrow, 61129447,2.216, KuBr0447
Lisa, DiMarco, 36957659,2.068, DiLi0659
John, Kudrow, 42533965,1.215, KuJo0965
Stephanie, Passanante, 64330826,3.513, PaSt0826
Lisa, Phillips, 59866142,2.633, PhLi0142
Michael, Levitts, 50641892,2.927, LeMi0892
David, Waxman, 50794341,1.997, WaDa0341
Stephanie, Phillips, 53393378,3.434, PhSt0378
John, Passanante, 14814849,2.372, PaJo0849
Leslie, Waxman, 95158657,3.441, WaLe0657
Stephanie, Passanante, 79296606,1.332, PaSt0606
Lisa, Reich, 38807916,3.545, ReLi0916
Michelle, Levitts, 19796583,2.979, LeMi0583
David, Kudrow, 65383633,1.805, KuDa0633
Bryan, Passanante, 64528595,3.587, PaBr0595
Leslie, DiMarco, 40758428,2.846, DiLe0428
John, Kudrow, 65368362,2.217, KuJo0362
Leslie, Phillips, 39708054,1.012, PhLe0054
Lisa, Levitts, 80277656,1.4, LeLi0656
Michael, Reich, 88532379,3.528, ReMi0379
David, DiMarco, 34530302,2.709, DiDa0302
Stephanie, Passanante, 89857137,1.39, PaSt0137
Bob, Kudrow, 20622898,2.83, KuBo0898
Bob, Passanante, 15749297,3.447, PaBo0297
Michael, Passanante, 29253018,2.458, PaMi0018
John, Reich, 27778817,3.886, ReJo0817
Bob, Passanante, 86247750,2.117, PaBo0750
Leslie, Waxman, 25159655,3.092, WaLe0655
Lisa, Waxman, 82825345,1.736, WaLi0345
Michael, Phillips, 34602783,1.591, PhMi0783
Michelle, Phillips, 49072836,3.574, PhMi0836
Bob, Passanante, 88014075,1.548, PaBo0075
Leslie, Passanante, 23022370,3.842, PaLe0370
Michael, Kudrow, 56669844,3.02, KuMi0844
John, DiMarco, 40209158,1.091, DiJo0158
Leslie, Reich, 23002847,3.957, ReLe0847
Bryan, Phillips, 71093764,2.235, PhBr0764
Leslie, Kudrow, 83631593,1.628, KuLe0593
David, Phillips, 26231603,1.768, PhDa0603
Lisa, DiMarco, 29765741,2.974, DiLi0741
John, Passanante, 61572449,3.538, PaJo0449
David, Phillips, 93620400,1.078, PhDa0400
David, Waxman, 88772742,2.16, WaDa0742
John, Levitts, 11972168,1.721, LeJo0168
Bryan, DiMarco, 27903555,3.905, DiBr0555
David, Phillips, 70489696,1.754, PhDa0696
Bryan, Levitts, 22436965,2.655, LeBr0965
David, Passanante, 74971611,1.73, PaDa0611
Michael, Reich, 38893711,1.272, ReMi0711
David, DiMarco, 48124587,1.023, DiDa0587
John, DiMarco, 96034905,1.461, DiJo0905
Michelle, Passanante, 83014404,2.396, PaMi0404
Michelle, Kudrow, 50980626,2.969, KuMi0626
Michael, Phillips, 46822777,2.734, PhMi0777
Stephanie, Waxman, 52138201,2.721, WaSt0201
Michelle, Passanante, 31042798,1.408, PaMi0798
Leslie, DiMarco, 91323000,3.207, DiLe0000
John, Kudrow, 36745788,1.476, KuJo0788
Michael, Levitts, 79954543,1.248, LeMi0543
David, Waxman, 16052359,3.696, WaDa0359
Michelle, Levitts, 96710741,3.936, LeMi0741
Bryan, Reich, 63440525,3.069, ReBr0525
David, Levitts, 26523064,2.382, LeDa0064
John, Levitts, 33023661,1.356, LeJo0661
Stephanie, DiMarco, 83295491,2.574, DiSt0491
Michael, Reich, 40431117,1.812, ReMi0117
Lisa, Phillips, 41230006,3.464, PhLi0006
Lisa, Waxman, 90424310,1.08, WaLi0310
Michael, Waxman, 62141476,2.105, WaMi0476
David, Levitts, 63881098,2.97, LeDa0098
Lisa, Levitts, 88644733,1.436, LeLi0733
Leslie, Phillips, 60281262,1.586, PhLe0262
Michelle, Levitts, 15596652,3.054, LeMi0652
Bryan, DiMarco, 34325883,2.012, DiBr0883
Michelle, Kudrow, 84676039,1.059, KuMi0039
Lisa, Levitts, 27823465,3.533, LeLi0465
Michael, Phillips, 69484173,2.823, PhMi0173
Lisa, DiMarco, 70475567,3.088, DiLi0567
Leslie, Passanante, 71048766,1.253, PaLe0766
Michael, DiMarco, 15694811,2.441, DiMi0811
David, Passanante, 96114184,3.911, PaDa0184
Michael, Phillips, 50088031,3.263, PhMi0031
Leslie, Kudrow, 23100747,3.059, KuLe0747
Leslie, Phillips, 27737405,2.107, PhLe0405
Stephanie, Reich, 53115894,2.492, ReSt0894
Michelle, Passanante, 32912369,3.985, PaMi0369
Stephanie, Levitts, 55900049,1.721, LeSt0049
John, Passanante, 97345132,2.008, PaJo0132
John, Reich, 23089992,3.874, ReJo0992
Michael, Waxman, 80702608,3.31, WaMi0608
Michelle, Phillips, 83682540,3.386, PhMi0540
Lisa, Waxman, 25387555,2.213, WaLi0555
Michael, Reich, 89081364,3.324, ReMi0364
Michelle, Waxman, 59301765,3.363, WaMi0765
Stephanie, Phillips, 57609755,1.936, PhSt0755
Leslie, Passanante, 22704107,3.279, PaLe0107
Michelle, Waxman, 90872123,2.767, WaMi0123
Bryan, Passanante, 97796201,1.554, PaBr0201
David, Reich, 16847091,1.427, ReDa0091
David, Passanante, 52168614,2.652, PaDa0614
Michelle, Levitts, 27094944,1.852, LeMi0944
David, DiMarco, 39740292,3.035, DiDa0292
David, Kudrow, 87962293,1.656, KuDa0293
Lisa, Reich, 75324123,1.063, ReLi0123
John, Phillips, 68166727,3.894, PhJo0727
Leslie, Kudrow, 91451406,1.905, KuLe0406
Bob, Levitts, 27644285,2.352, LeBo0285
Stephanie, Levitts, 78588032,2.41, LeSt0032
Bryan, Reich, 45042563,2.182, ReBr0563
Bryan, Levitts, 12375212,1.658, LeBr0212
Michelle, Passanante, 63742267,3.483, PaMi0267
Bob, Phillips, 14027546,2.653, PhBo0546
Bryan, Kudrow, 78790008,2.166, KuBr0008
Leslie, DiMarco, 42521269,1.382, DiLe0269
Leslie, Phillips, 19625176,3.187, PhLe0176
David, Phillips, 59705445,2.19, PhDa0445
Michael, Waxman, 55983684,3.003, WaMi0684
Leslie, Passanante, 11968967,3.2, PaLe0967
John, Waxman, 96861418,3.819, WaJo0418
Leslie, DiMarco, 74596151,1.237, DiLe0151
Bob, Kudrow, 64920176,2.987, KuBo0176
Stephanie, DiMarco, 97443742,3.462, DiSt0742
Michael, DiMarco, 31218937,3.629, DiMi0937
David, Waxman, 93072134,3.703, WaDa0134
Lisa, DiMarco, 37653255,3.341, DiLi0255
Stephanie, Passanante, 30963638,2.174, PaSt0638
Leslie, Levitts, 86985588,2.551, LeLe0588
Michael, Levitts, 13960592,1.06, LeMi0592
David, Phillips, 82849404,2.884, PhDa0404
Bob, Kudrow, 45556144,2.184, KuBo0144
John, Waxman, 64609819,2.619, WaJo0819
Stephanie, Reich, 59170484,3.709, ReSt0484
David, Phillips, 24463661,3.07, PhDa0661
Bob, Passanante, 93045388,2.606, PaBo0388
Michelle, Phillips, 56661672,1.501, PhMi0672
David, Levitts, 66889845,1.341, LeDa0845
John, Passanante, 81235773,3.892, PaJo0773
Bob, Passanante, 78909603,2.995, PaBo0603
Michelle, Kudrow, 27114094,1.658, KuMi0094
Lisa, DiMarco, 94353429,3.798, DiLi0429
Michael, Reich, 32006671,1.165, ReMi0671
Bob, Passanante, 79208924,1.766, PaBo0924
David, Waxman, 58944563,3.619, WaDa0563
Lisa, Reich, 35180664,1.929, ReLi0664
Stephanie, DiMarco, 61855237,1.678, DiSt0237
John, Phillips, 44583511,2.355, PhJo0511
David, Levitts, 55057017,2.88, LeDa0017
Leslie, DiMarco, 96283909,2.935, DiLe0909
John, Reich, 94055405,3.712, ReJo0405
Michelle, DiMarco, 26321948,1.639, DiMi0948
John, DiMarco, 17524110,3.926, DiJo0110
John, Levitts, 19347038,3.723, LeJo0038
Lisa, Levitts, 82853563,1.433, LeLi0563
David, Kudrow, 69499988,1.085, KuDa0988
Stephanie, Passanante, 50149771,1.868, PaSt0771
Stephanie, Waxman, 61874320,2.744, WaSt0320
John, DiMarco, 52066275,2.66, DiJo0275
Bryan, Kudrow, 88189600,3.158, KuBr0600
Leslie, Waxman, 39352076,2.209, WaLe0076
Michelle, Waxman, 92809635,3.834, WaMi0635
Bob, Phillips, 14498300,1.496, PhBo0300
Michael, Phillips, 37738322,3.468, PhMi0322
David, Waxman, 48366434,2.225, WaDa0434
David, DiMarco, 87725973,1.548, DiDa0973
David, Passanante, 87180945,3.335, PaDa0945
Bryan, Reich, 69118930,1.169, ReBr0930
Michael, Waxman, 29769086,1.468, WaMi0086
Stephanie, Levitts, 88585269,3.494, LeSt0269
Bryan, Reich, 37430713,1.739, ReBr0713
Leslie, Waxman, 80349426,2.099, WaLe0426
David, Kudrow, 71320916,3.893, KuDa0916
Bob, Waxman, 33068543,1.156, WaBo0543
David, Passanante, 14728275,1.689, PaDa0275
Michelle, Kudrow, 59983335,1.167, KuMi0335
John, Passanante, 50131575,1.105, PaJo0575
Stephanie, Waxman, 38476341,1.722, WaSt0341
Michelle, Waxman, 83417750,3.699, WaMi0750
Stephanie, DiMarco, 97670299,2.488, DiSt0299
Bryan, Levitts, 90143919,1.223, LeBr0919
David, Waxman, 15199517,2.401, WaDa0517
Bob, Levitts, 41226290,1.313, LeBo0290
Stephanie, DiMarco, 16787019,3.764, DiSt0019
Michelle, Levitts, 67938754,2.872, LeMi0754
Bryan, Phillips, 94760293,1.738, PhBr0293
Michelle, Passanante, 18603995,2.46, PaMi0995
Michael, DiMarco, 24138465,3.409, DiMi0465
Michael, DiMarco, 11859898,2.792, DiMi0898
Stephanie, Reich, 27423662,1.428, ReSt0662
Michael, Passanante, 13884118,1.191, PaMi0118
Michelle, Waxman, 81729444,1.919, WaMi0444
Stephanie, Reich, 89459554,2.567, ReSt0554
Stephanie, Kudrow, 24379072,3.123, KuSt0072
Stephanie, Kudrow, 29263609,3.282, KuSt0609
Michelle, DiMarco, 25606438,1.998, DiMi0438
Michelle, Waxman, 48263998,3.977, WaMi0998
Leslie, Waxman, 29492462,1.735, WaLe0462
Bryan, Levitts, 42603946,2.207, LeBr0946
Bryan, Reich, 26769787,2.912, ReBr0787
Michelle, Phillips, 44859577,3.473, PhMi0577
Lisa, Kudrow, 75628569,3.737, KuLi0569
Bob, Passanante, 40052299,2.987, PaBo0299
David, DiMarco, 89156169,2.609, DiDa0169
John, Waxman, 27299020,2.268, WaJo0020
Stephanie, DiMarco, 60543581,2.958, DiSt0581
John, Levitts, 64482984,2.403, LeJo0984
Stephanie, Reich, 69691390,3.069, ReSt0390
Stephanie, Reich, 55828059,3.556, ReSt0059
John, Passanante, 67348080,2.376, PaJo0080
Stephanie, Kudrow, 54759260,2.087, KuSt0260
Leslie, Kudrow, 85413501,2.411, KuLe0501
Lisa, DiMarco, 76932367,1.344, DiLi0367
Bryan, Passanante, 14540314,2.407, PaBr0314
David, DiMarco, 60815405,1.983, DiDa0405
Michael, Phillips, 92666210,2.239, PhMi0210
Bryan, Passanante, 95704812,1.41, PaBr0812
John, Waxman, 30609761,2.189, WaJo0761
Bob, Kudrow, 69559133,2.671, KuBo0133
Michelle, Levitts, 33362625,1.738, LeMi0625
Bob, DiMarco, 71533006,3.886, DiBo0006
Stephanie, Kudrow, 68211034,3.36, KuSt0034
Lisa, Passanante, 26594303,3.074, PaLi0303
David, DiMarco, 53319284,1.018, DiDa0284
Michael, Waxman, 32107187,2.949, WaMi0187
Leslie, Levitts, 62908074,2.84, LeLe0074
Michelle, Reich, 98763952,1.029, ReMi0952
Lisa, Passanante, 27660525,3.193, PaLi0525
Leslie, Reich, 90748407,2.151, ReLe0407
Bryan, Passanante, 51488658,3.098, PaBr0658
Leslie, DiMarco, 52513645,1.23, DiLe0645
Leslie, Waxman, 58293158,1.726, WaLe0158
Lisa, Reich, 52057021,1.853, ReLi0021
David, Levitts, 24849244,2.424, LeDa0244
Stephanie, Reich, 43075113,2.042, ReSt0113
Stephanie, DiMarco, 98451441,2.495, DiSt0441
Leslie, DiMarco, 90881510,2.29, DiLe0510
Leslie, Reich, 10450090,2.691, ReLe0090
Leslie, Kudrow, 69470231,1.689, KuLe0231
John, Reich, 99312373,1.132, ReJo0373
Michelle, Phillips, 29607592,2.759, PhMi0592
Bob, Levitts, 69340716,3.122, LeBo0716
David, DiMarco, 30335303,1.309, DiDa0303
Bob, DiMarco, 93681314,1.082, DiBo0314
Stephanie, DiMarco, 48767669,1.417, DiSt0669
Michelle, Passanante, 72755670,2.54, PaMi0670
Leslie, Waxman, 65565639,3.381, WaLe0639
Michelle, DiMarco, 81747892,1.929, DiMi0892
Stephanie, Passanante, 85970568,3.212, PaSt0568
Michael, Phillips, 23280601,2.625, PhMi0601
Bob, DiMarco, 58780474,1.029, DiBo0474
Bob, Levitts, 33912245,1.459, LeBo0245
Leslie, Reich, 38151610,1.428, ReLe0610
Lisa, Reich, 65588645,1.662, ReLi0645
Leslie, Kudrow, 55608177,1.684, KuLe0177
Michelle, Kudrow, 55681562,3.963, KuMi0562
Michelle, Passanante, 92142970,3.353, PaMi0970
Stephanie, Waxman, 51747132,1.288, WaSt0132
David, Kudrow, 22791786,2.634, KuDa0786
Lisa, Passanante, 39636946,3.301, PaLi0946
Stephanie, Passanante, 58564384,2.57, PaSt0384
John, Waxman, 56094601,3.73, WaJo0601
Michael, DiMarco, 73114845,3.931, DiMi0845
David, Kudrow, 19470572,2.201, KuDa0572
Bob, DiMarco, 94034119,1.366, DiBo0119
John, Kudrow, 84688121,1.048, KuJo0121
Bob, Kudrow, 31147563,3.173, KuBo0563
Bryan, DiMarco, 11093187,3.305, DiBr0187
Michelle, Waxman, 66700313,3.763, WaMi0313
Michael, Reich, 14320936,2.861, ReMi0936
Michael, Levitts, 94813279,3.666, LeMi0279
Stephanie, Kudrow, 15811893,3.466, KuSt0893
Bryan, Reich, 40092581,1.672, ReBr0581
Bryan, Reich, 76110406,2.084, ReBr0406
Michelle, Reich, 27775245,1.439, ReMi0245
David, DiMarco, 50578262,1.786, DiDa0262
Bryan, Kudrow, 30293957,3.665, KuBr0957
Bryan, Kudrow, 38656290,3.151, KuBr0290
Bryan, Reich, 77643711,3.652, ReBr0711
Michelle, Kudrow, 70306750,1.905, KuMi0750
Leslie, Kudrow, 71433137,2.872, KuLe0137
Bryan, Levitts, 15769307,3.236, LeBr0307
Michael, Phillips, 65003342,1.855, PhMi0342
Michael, Levitts, 97263432,1.03, LeMi0432
Stephanie, Levitts, 94497052,2.496, LeSt0052
Michael, Passanante, 63770025,2.969, PaMi0025
Leslie, Passanante, 18260919,3.63, PaLe0919
Bryan, Waxman, 62525055,3.218, WaBr0055
Michael, Passanante, 24463728,1.447, PaMi0728
John, Reich, 53358076,3.158, ReJo0076
Stephanie, Reich, 59313386,1.102, ReSt0386
Bryan, Levitts, 34508385,1.396, LeBr0385
John, Phillips, 50755475,1.604, PhJo0475
Leslie, Kudrow, 41051656,3.99, KuLe0656
Bob, Passanante, 35036179,3.819, PaBo0179
Stephanie, Passanante, 69569879,1.634, PaSt0879
John, Passanante, 36012398,2.192, PaJo0398
Bob, Passanante, 15197359,2.242, PaBo0359
Lisa, Reich, 19591887,2.505, ReLi0887
Bryan, Levitts, 89675675,1.163, LeBr0675
Stephanie, Passanante, 88186188,3.785, PaSt0188
David, Levitts, 51550315,2.984, LeDa0315
Bryan, Reich, 22559218,3.181, ReBr0218
Leslie, Passanante, 12141885,2.636, PaLe0885
John, Waxman, 90954265,2.421, WaJo0265
Bob, Levitts, 23424641,2.274, LeBo0641
John, Levitts, 27882279,1.163, LeJo0279
David, Passanante, 86445197,3.136, PaDa0197
Bryan, Passanante, 37454199,2.353, PaBr0199
Bob, Reich, 81414202,2.355, ReBo0202
Michael, Passanante, 48640171,1.423, PaMi0171
Leslie, DiMarco, 43103802,1.434, DiLe0802
Bob, Kudrow, 42338466,3.905, KuBo0466
John, Phillips, 57683697,3.848, PhJo0697
Michael, Levitts, 62636885,2.829, LeMi0885
Michael, Kudrow, 69628623,3.99, KuMi0623
Michael, Passanante, 77149507,3.961, PaMi0507
Lisa, Reich, 89830038,3.432, ReLi0038
Lisa, Waxman, 53811533,1.752, WaLi0533
Bryan, Waxman, 58544863,1.197, WaBr0863
Lisa, DiMarco, 14015104,1.568, DiLi0104
Michael, Reich, 79314055,1.532, ReMi0055
Leslie, Phillips, 24468862,1.545, PhLe0862
Bryan, Kudrow, 52483861,2.377, KuBr0861
Leslie, Phillips, 22664065,1.165, PhLe0065
Michelle, Reich, 99462516,3.499, ReMi0516
Leslie, Waxman, 23330108,2.389, WaLe0108
John, Kudrow, 41345263,2.02, KuJo0263
Michael, Waxman, 15762216,2.931, WaMi0216
Stephanie, Phillips, 88040443,3.78, PhSt0443
Stephanie, Passanante, 54404147,3.022, PaSt0147
Leslie, Waxman, 56529507,1.77, WaLe0507
David, Waxman, 77568721,2.75, WaDa0721
Stephanie, Passanante, 39393759,2.592, PaSt0759
Bob, Passanante, 91678964,3.82, PaBo0964
Bob, Levitts, 67240615,2.657, LeBo0615
Michelle, DiMarco, 30912706,3.307, DiMi0706
Leslie, DiMarco, 21162237,2.592, DiLe0237
